수준,어휘,길잡이말,품사,中文,길잡이말,中文,품사,中文,어휘
중급,돌아다니다,街道거리를,動詞동사,四處閒逛,거리를,街道,동사,動詞,돌아다니다
중급,돌아보다,在後面뒤를,動詞동사,回首往事,뒤를,在後面,동사,動詞,돌아보다
중급,돌아서다,心마음이,動詞동사,迴轉,마음이,心,동사,動詞,돌아서다
중급,동,東方동쪽,名詞명사,董,동쪽,東方,명사,名詞,동10
중급,동,行政區행정 구역,名詞명사,董,행정 구역,行政區,명사,名詞,동12
중급,동그라미,畫를 그리다,名詞명사,圓圈,를 그리다,畫,명사,名詞,동그라미
중급,동그랗다,臉얼굴이,形容詞형용사,圓形的,얼굴이,臉,형용사,形容詞,동그랗다
중급,동기,大學同學대학 동기,名詞명사,動機,대학 동기,大學同學,명사,名詞,동기04
중급,동기,導致를 유발하다,名詞명사,動機,를 유발하다,導致,명사,名詞,동기06
중급,동남아,地區지역,名詞명사,東南亞,지역,地區,명사,名詞,동남아
중급,동료,同事직장 동료,名詞명사,同事,직장 동료,同事,명사,名詞,동료
중급,동부,東歐동부 유럽,名詞명사,東,동부 유럽,東歐,명사,名詞,동부05
중급,동서남북,搜尋으로 찾다,名詞명사,東、西、南、北,으로 찾다,搜尋,명사,名詞,동서남북
중급,동아리,加入에 가입하다,名詞명사,俱樂部,에 가입하다,加入,명사,名詞,동아리02
중급,동양,東方思想동양 사상,名詞명사,東方,동양 사상,東方思想,명사,名詞,동양03
중급,동양인,見面을 만나다,名詞명사,東方,을 만나다,見面,명사,名詞,동양인
중급,동영상,查看을 보다,名詞명사,影片,을 보다,查看,명사,名詞,동영상
중급,동요,打電話를 부르다,名詞명사,搖,를 부르다,打電話,명사,名詞,동요02
중급,동의,儲存를 구하다,名詞명사,協定,를 구하다,儲存,명사,名詞,동의02
중급,동일,相同條件동일 조건,名詞명사,鑑別,동일 조건,相同條件,명사,名詞,동일02
중급,동작,這很慢이 느리다,名詞명사,移動,이 느리다,這很慢,명사,名詞,동작03
중급,동창,見面을 만나다,名詞명사,同學,을 만나다,見面,명사,名詞,동창01
중급,동창회,小學同學會초등학교 동창회,名詞명사,校友重聚,초등학교 동창회,小學同學會,명사,名詞,동창회
중급,동포,韓裔美國人재미 동포,名詞명사,同胞們,재미 동포,韓裔美國人,명사,名詞,동포02
중급,동호회,加入에 가입하다,名詞명사,俱樂部,에 가입하다,加入,명사,名詞,동호회
중급,동화,讀를 읽다,名詞명사,童話,를 읽다,讀,명사,名詞,동화07
중급,동화책,讀을 읽다,名詞명사,童話書,을 읽다,讀,명사,名詞,동화책
중급,되게,它真的很大。되게 크다,副詞부사,真的,되게 크다,它真的很大。,부사,副詞,되게
중급,되도록,盡快地되도록 빨리,副詞부사,盡量,되도록 빨리,盡快地,부사,副詞,되도록
중급,되돌리다,時間시간을,動詞동사,逆轉,시간을,時間,동사,動詞,되돌리다
중급,되돌아가다,家집으로,動詞동사,回去,집으로,家,동사,動詞,되돌아가다
중급,되돌아오다,信편지가,動詞동사,返回,편지가,信,동사,動詞,되돌아오다
중급,되살리다,生活생명을,動詞동사,復活,생명을,生活,동사,動詞,되살리다
중급,되살아나다,食慾입맛이,動詞동사,將被復興,입맛이,食慾,동사,動詞,되살아나다
중급,되찾다,記憶기억을,動詞동사,返回,기억을,記憶,동사,動詞,되찾다
중급,되풀이,變得가 되다,名詞명사,迭代,가 되다,變得,명사,名詞,되풀이01
중급,두께,它很薄가 얇다,名詞명사,厚度,가 얇다,它很薄,명사,名詞,두께01
중급,두뇌,大腦發育두뇌 발달,名詞명사,大腦,두뇌 발달,大腦發育,명사,名詞,두뇌
중급,두드러지다,前額이마가,動詞동사,脫穎而出,이마가,前額,동사,動詞,두드러지다
중급,두드리다,門문을,動詞동사,敲,문을,門,동사,動詞,두드리다
중급,두려움,克服을 극복하다,名詞명사,敬畏,을 극복하다,克服,명사,名詞,두려움
중급,두려워하다,未來미래를,動詞동사,害怕,미래를,未來,동사,動詞,두려워하다
중급,두렵다,後果후환이,形容詞형용사,恐怕,후환이,後果,형용사,形容詞,두렵다01
중급,두르다,圍巾목도리를,動詞동사,借,목도리를,圍巾,동사,動詞,두르다
중급,두리번거리다,大約주위를,動詞동사,環顧四周,주위를,大約,동사,動詞,두리번거리다
중급,두어,其中幾個두어 마리,決定因素관형사,一對夫婦,두어 마리,其中幾個,관형사,決定因素,두어
중급,두통약,採取을 복용하다,名詞명사,頭痛藥,을 복용하다,採取,명사,名詞,두통약
중급,둘러보다,大約주위를,動詞동사,環顧四周,주위를,大約,동사,動詞,둘러보다
중급,둘러싸다,包裝紙포장지를,動詞동사,環繞,포장지를,包裝紙,동사,動詞,둘러싸다
중급,둘러싸이다,包裝上포장지에,動詞동사,被包圍,포장지에,包裝上,동사,動詞,둘러싸이다
중급,둘레,測量를 재다,名詞명사,圓週,를 재다,測量,명사,名詞,둘레
중급,둥글다,地球지구가,形容詞형용사,圓形的,지구가,地球,형용사,形容詞,둥글다01
중급,둥지,打開를 틀다,名詞명사,巢,를 틀다,打開,명사,名詞,둥지
중급,뒤늦다,事後才意識到뒤늦게 깨닫다,形容詞형용사,遲到的,뒤늦게 깨닫다,事後才意識到,형용사,形容詞,뒤늦다
중급,뒤따르다,跟在後面뒤따라 걷다,動詞동사,圍困,뒤따라 걷다,跟在後面,동사,動詞,뒤따르다
중급,뒤떨어지다,在列中대열에서 ,動詞동사,落後,대열에서 ,在列中,동사,動詞,뒤떨어지다
중급,뒤지다,大約十米십 미터쯤,動詞동사,落後,십 미터쯤,大約十米,동사,動詞,뒤지다01
중급,뒤지다,包包가방을,動詞동사,落後,가방을,包包,동사,動詞,뒤지다02
중급,뒤집다,衣服옷을,動詞동사,撤銷,옷을,衣服,동사,動詞,뒤집다
중급,뒤편,放置에 놓다,名詞명사,後退,에 놓다,放置,명사,名詞,뒤편
중급,뒷골목,去으로 다니다,名詞명사,後街,으로 다니다,去,명사,名詞,뒷골목
중급,뒷모습,展示을 보이다,名詞명사,背面,을 보이다,展示,명사,名詞,뒷모습
중급,뒷문,這將打開이 열리다,名詞명사,後門,이 열리다,這將打開,명사,名詞,뒷문
중급,뒷산,往上爬에 오르다,名詞명사,後面的山,에 오르다,往上爬,명사,名詞,뒷산
중급,드나들다,車輛차량이,動詞동사,來來往往,차량이,車輛,동사,動詞,드나들다
중급,드라이,頭髮가 잘 되다(헤어),名詞명사,乾燥,가 잘 되다(헤어),頭髮,명사,名詞,드라이
중급,드라이브,出去를 나가다,名詞명사,駕駛,를 나가다,出去,명사,名詞,드라이브
중급,드라이어,吹乾頭髮로 머리를 말리다,名詞명사,吹風機,로 머리를 말리다,吹乾頭髮,명사,名詞,드라이어
중급,드라이클리닝,委託을 맡기다,名詞명사,乾洗,을 맡기다,委託,명사,名詞,드라이클리닝
중급,드러나다,事實是사실이,動詞동사,出現,사실이,事實是,동사,動詞,드러나다
중급,드러내다,體型몸매를,動詞동사,揭示,몸매를,體型,동사,動詞,드러내다
중급,드레스,穿를 입다,名詞명사,裙子,를 입다,穿,명사,名詞,드레스
중급,드물다,人사람이,形容詞형용사,稀有的,사람이,人,형용사,形容詞,드물다
중급,든든하다,心마음이,形容詞형용사,這讓人感到安心。,마음이,心,형용사,形容詞,든든하다
중급,듣기,聽力理解듣기 평가,名詞명사,聽力,듣기 평가,聽力理解,명사,名詞,듣기
중급,들려오다,新聞소식이,動詞동사,聽,소식이,新聞,동사,動詞,들려오다
중급,들려주다,音樂음악을,動詞동사,告訴,음악을,音樂,동사,動詞,들려주다
중급,들리다,寒冷的감기에,動詞동사,纏住,감기에,寒冷的,동사,動詞,들리다01
중급,들리다,吉姆짐이,動詞동사,纏住,짐이,吉姆,동사,動詞,들리다04
중급,들어서다,在家裡집에,動詞동사,進入,집에,在家裡,동사,動詞,들어서다
중급,들어주다,我請求你幫個忙부탁을,動詞동사,聽,부탁을,我請求你幫個忙,동사,動詞,들어주다
중급,들여다보다,房間內방 안을,動詞동사,調查,방 안을,房間內,동사,動詞,들여다보다
중급,들이다,客人손님을,動詞동사,承認,손님을,客人,동사,動詞,들이다02
중급,들키다,謊言거짓말을,動詞동사,可以找到,거짓말을,謊言,동사,動詞,들키다01
중급,등,首位일 등,從屬名詞/名詞의존명사/명사,ETC。,일 등,首位,의존명사/명사,從屬名詞/名詞,등04
중급,등,"首爾、釜山等地서울, 부산 등",從屬名詞의존명사,ETC。,"서울, 부산 등",首爾、釜山等地,의존명사,從屬名詞,등05
중급,등기,轉移를 이전하다,名詞명사,掛號的,를 이전하다,轉移,명사,名詞,등기02
중급,등록,新生報名신입생 등록,名詞명사,登記,신입생 등록,新生報名,명사,名詞,등록01
중급,등록금,生產을 내다,名詞명사,學費,을 내다,生產,명사,名詞,등록금
중급,등록증,獲得을 발급받다,名詞명사,註冊證書,을 발급받다,獲得,명사,名詞,등록증
중급,등산복,穿을 입다,名詞명사,健行服,을 입다,穿,명사,名詞,등산복
중급,등장,噴射퇴장,名詞명사,外貌,퇴장,噴射,명사,名詞,등장01
중급,디자이너,時裝設計師패션 디자이너,名詞명사,設計師,패션 디자이너,時裝設計師,명사,名詞,디자이너
중급,디지털,數位廣播디지털 방송,名詞명사,數位的,디지털 방송,數位廣播,명사,名詞,디지털
중급,따님,二女兒둘째 따님,名詞명사,女兒,둘째 따님,二女兒,명사,名詞,따님
중급,따다,蘋果사과를,動詞동사,挑選,사과를,蘋果,동사,動詞,따다01
중급,따라가다,朋友們친구를,動詞동사,跟隨,친구를,朋友們,동사,動詞,따라가다
중급,따라다니다,跟著졸졸 따라다니다,動詞동사,接下來,졸졸 따라다니다,跟著,동사,動詞,따라다니다
중급,따라서,−−,副詞부사,因此,−,−,부사,副詞,따라서
중급,따라오다,在後面뒤를,動詞동사,跟隨,뒤를,在後面,동사,動詞,따라오다
중급,따로따로,單獨移動따로따로 움직이다,副詞부사,分別地,따로따로 움직이다,單獨移動,부사,副詞,따로따로01
중급,따르다,在後面뒤를,動詞동사,跟隨,뒤를,在後面,동사,動詞,따르다01
중급,따르다,水물을,動詞동사,跟隨,물을,水,동사,動詞,따르다02
중급,따르릉,戒指따르릉 울리다,副詞부사,戒指,따르릉 울리다,戒指,부사,副詞,따르릉
중급,따지다,原因이유를,動詞동사,論證,이유를,原因,동사,動詞,따지다01
중급,딱,它非常合身。딱 알맞다,副詞부사,確切地,딱 알맞다,它非常合身。,부사,副詞,딱03
중급,딱딱하다,椅子의자가,形容詞형용사,這很難,의자가,椅子,형용사,形容詞,딱딱하다01
중급,딴,幹擾딴 생각,決定因素관형사,不同的,딴 생각,幹擾,관형사,決定因素,딴03
중급,땅바닥,放置에 놓다,名詞명사,地面,에 놓다,放置,명사,名詞,땅바닥
중급,땅속,問에 묻다,名詞명사,地底深處,에 묻다,問,명사,名詞,땅속
중급,땅콩,忘記을 까먹다,名詞명사,花生,을 까먹다,忘記,명사,名詞,땅콩
중급,때,推를 밀다,名詞명사,當時,를 밀다,推,명사,名詞,때02
중급,때때로,不時發生變化때때로 변하다,副詞부사,有時,때때로 변하다,不時發生變化,부사,副詞,때때로
중급,때로,有時感覺때로는 느끼다,副詞부사,有時,때로는 느끼다,有時感覺,부사,副詞,때로
중급,때리다,小牛종아리를,動詞동사,蟲膠,종아리를,小牛,동사,動詞,때리다01
중급,떠나가다,家鄉고향을,動詞동사,離開,고향을,家鄉,동사,動詞,떠나가다
중급,떠나오다,家鄉고향을,動詞동사,離開,고향을,家鄉,동사,動詞,떠나오다
중급,떠오르다,太陽태양이,動詞동사,飛,태양이,太陽,동사,動詞,떠오르다
중급,떠올리다,回憶추억을,動詞동사,回憶,추억을,回憶,동사,動詞,떠올리다
중급,떨다,出於恐懼무서움에,動詞동사,顫抖,무서움에,出於恐懼,동사,動詞,떨다01
중급,떨리다,我的全身온몸이,動詞동사,搏動,온몸이,我的全身,동사,動詞,떨리다01
중급,떨어뜨리다,在地板上바닥에,動詞동사,降低,바닥에,在地板上,동사,動詞,떨어뜨리다
중급,떼,建造並繞行를 지어 다니다,名詞명사,團體,를 지어 다니다,建造並繞行,명사,名詞,떼01
중급,떼다,貼紙스티커를,動詞동사,切,스티커를,貼紙,동사,動詞,떼다01
중급,또다시,重複또다시 반복하다,副詞부사,再次,또다시 반복하다,重複,부사,副詞,또다시
중급,또한,我나 또한,副詞부사,還,나 또한,我,부사,副詞,또한
중급,똑똑히,清楚記住똑똑히 기억하다,副詞부사,清楚地,똑똑히 기억하다,清楚記住,부사,副詞,똑똑히
중급,똥,裹을 싸다,名詞명사,船尾,을 싸다,裹,명사,名詞,똥
중급,뚜껑,關閉을 닫다,名詞명사,蓋,을 닫다,關閉,명사,名詞,뚜껑
중급,뚜렷하다,意識의식이,形容詞형용사,清楚的,의식이,意識,형용사,形容詞,뚜렷하다
중급,뚫다,洞구멍을,動詞동사,鑽孔,구멍을,洞,동사,動詞,뚫다
중급,뚫리다,洞구멍이,動詞동사,穿孔,구멍이,洞,동사,動詞,뚫리다
중급,뛰다,跑得快빨리 뛰다,動詞동사,搏動,빨리 뛰다,跑得快,동사,動詞,뛰다01
중급,뛰어나다,技能솜씨가,形容詞형용사,Excel,솜씨가,技能,형용사,形容詞,뛰어나다
중급,뛰어나오다,房子外面집 밖으로,動詞동사,跳出去,집 밖으로,房子外面,동사,動詞,뛰어나오다
중급,뛰어내리다,向下아래로,動詞동사,跳下去,아래로,向下,동사,動詞,뛰어내리다
